length
3
3
3
3
4
3
2
4
3
4
3
2
3
3
3
4
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
4
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
4
3
4
3
3
3
4
3
3
4
3
3
3
3
4
3
4
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
5
3
3
3
3
4
3
3
3
3
3
4
3
4
3
4
3
3
3
3
3
4
3
3
3
3
4
4
3
3
3
4
3
3
3
3
4
3
5
3
3
4
3
3
3
4
6
3
4
3
3
3
4
3
4
4
5
4
3
3
3
3
3
2
3
5
6
3
4
5
3
4
3
4
3
3
3
3
3
5
3
3
3
4
3
3
3
3
4
4
3
4
3
4
3
6
3
3
3
4
4
3
4
3
4
3
4
3
3
3
3
3
3
3
5
5
4
2
4
3
4
3
3
4
3
5
4
4
5
5
5
5
3
3
3
4
3
5
4
3
4
4
4
3
3
4
4
3
5
3
5
3
5
8
3
5
3
3
4
4
3
6
7
7
3
3
3
3
5
5
4
5
4
4
7
3
4
7
7
9
7
5
4
10
6
10
6
4
8
4
12
11
14
8
3
4
3
7
8
13
18
8
10
9
10
13
17
4
17
14
11
19
5
12
28
25
24
12
5
32
18
8
17
26
7
17
22
17
17
16
22
12
19
7
21
4
14
13
9
7
11
10
10
23
22
11
10
15
14
7
16
26
16
22
13
7
11
13
13
9
9
17
7
13
32
10
17
20
10
15
4
19
17
29
13
15
13
12
21
10
28
16
4
12
14
11
9
6
21
23
16
9
19
7
22
4
26
7
13
24
12
19
23
7
23
16
18
14
10
6
6
15
11
17
11
3
14
11
21
23
13
15
17
4
20
18
26
22
15
16
3
23
26
4
14
13
20
12
20
17
17
7
26
13
12
13
11
30
7
15
8
16
20
14
14
8
19
15
13
15
12
16
17
21
10
25
16
14
10
16
11
3
8
21
15
24
14
6
20
5
15
30
25
16
23
13
5
22
28
16
13
16
6
14
21
11
16
28
20
10
30
18
9
35
19
6
15
10
11
15
10
24
16
8
16
8
6
22
9
17
13
16
20
20
20
9
4
26
19
4
22
25
28
14
18
26
17
28
22
21
10
18
10
15
8
12
4
16
5
22
7
23
10
20
23
19
4
14
26
35
14
6
34
13
3
20
24
6
24
26
7
17
24
17
25
15
18
26
5
17
21
8
23
21
19
8
36
4
14
13
26
4
21
27
4
18
18
10
6
23
22
12
19
11
29
13
9
23
11
21
5
23
12
14
28
24
22
16
16
10
6
22
10
18
3
17
17
11
10
26
20
26
29
19
7
7
16
25
4
18
14
14
4
21
6
5
25
19
15
17
4
17
17
18
13
18
6
16
24
6
16
20
10
5
13
23
16
27
21
14
15
3
32
10
11
15
11
21
4
4
20
22
17
14
21
22
20
23
12
17
33
17
36
21
13
5
27
11
10
12
20
3
11
9
19
21
18
14
28
27
4
28
27
19
17
4
17
29
13
18
18
22
26
12
27
6
16
30
15
4
10
5
18
27
18
11
16
34
