score,moves,green_apples,red_apples
17,108,15,1
11,84,8,0
3,9,0,0
3,34,0,0
14,81,12,1
10,66,7,0
4,7,1,0
14,80,11,0
9,72,7,1
4,23,1,0
14,234,12,1
3,4,0,0
3,3,0,0
3,8,0,0
3,1,0,0
3,3,0,0
4,8,1,0
2,12,0,1
6,338,4,1
8,82,6,1
7,38,4,0
19,115,17,1
22,134,22,3
9,44,6,0
22,179,23,4
14,77,12,1
5,17,2,0
12,87,9,0
44,865,41,0
9,107,6,0
7,76,7,3
4,11,1,0
17,181,16,2
18,188,16,1
7,92,4,0
